occurred_on,channel,content,customer_external_id
2025-07-01,WhatsApp,"Seria muito útil ter integração com o Google Calendar. Assim quando agendamos um retorno com o cliente, já bloquearia a agenda do atendente automaticamente.",CUST-012
2025-07-01,Email,"Sugiro implementar alertas baseados em padrões. Se um cliente que normalmente abre 2 tickets por mês de repente abre 8, algo está errado. Queremos ser notificados automaticamente nesses casos.",CUST-023
2025-07-02,Telefone,Estou esperando resposta do suporte técnico há 5 dias úteis. Abri o chamado #4521 sobre um problema crítico na nossa integração e até agora nenhum retorno. Nosso SLA contratual é de 24h. Precisamos de uma posição.,CUST-028
2025-07-03,Email,"Bom dia. Venho novamente reportar falhas na integração com WhatsApp. Notamos que mensagens com imagens e áudios não estão sendo recebidas pela plataforma, apenas texto. Isso compromete muito nosso fluxo de atendimento pois muitos clientes enviam fotos de produtos.",CUST-016
2025-07-03,Chat,"Mano, o sistema tá muito lerdo. Pra abrir uma conversa demora uns 20 seg. Pra transferir pro outro setor mais 15 seg. Os clientes ficam putos esperando. Dá pra melhorar isso?",CUST-017
2025-07-05,Telefone,URGENTE: A integração do WhatsApp parou de funcionar desde ontem à noite. Nossos clientes estão mandando mensagem e a gente não recebe nada. Já reiniciamos tudo e nada. Precisamos resolver isso HOJE pq estamos perdendo vendas.,CUST-035
2025-07-07,WhatsApp,"Oi, meu plano inclui suporte por telefone ou só por email e chat? Quero entender os canais de suporte disponíveis pra mim.",CUST-027
2025-07-07,Email,Preciso de um relatório mensal automático enviado por email para a diretoria. Tem como agendar o envio de relatórios? Quais métricas posso incluir?,CUST-033
2025-07-09,WhatsApp,"Gente, paguei pelo plano Enterprise justamente pelo suporte prioritário. Mas toda vez que preciso de ajuda demora dias pra responderem. Que suporte prioritário é esse? Estou muito decepcionado.",CUST-003
2025-07-11,WhatsApp,"Bom dia, depois da manutenção do fim de semana, várias conversas estão aparecendo sem o histórico completo. Só mostra as últimas 2 mensagens de cada conversa. O restante sumiu. Nossos agentes precisam do contexto completo para atender.",CUST-003
2025-07-11,Telefone,"Oi pessoal, tive uma ideia que acho que seria muito útil: um dashboard que mostrasse o sentimento geral dos clientes ao longo do tempo. Tipo, poder ver se os clientes estão mais satisfeitos ou insatisfeitos neste mês comparado ao anterior. Acho que isso ajudaria muito a gente a ser proativo.",CUST-035
2025-07-12,WhatsApp,"Olá, estou vendo uma cobrança de R$ 200 a mais na nossa fatura referente a um módulo que nunca contratamos. Podem verificar e corrigir? Segue o número da fatura: INV-2025-0847.",CUST-001
2025-07-12,WhatsApp,Uma sugestão: integração com o Notion ou Confluence para que resoluções de tickets virem automaticamente artigos na base de conhecimento. Isso reduziria tickets repetitivos.,CUST-018
2025-07-12,Telefone,"Oi, meus atendentes usam bastante o celular pra trabalhar e a versão web mobile é muito ruim. Seria essencial ter um app nativo com notificações push. Nossos concorrentes já oferecem isso.",CUST-023
2025-07-13,WhatsApp,"Bom dia, os relatórios de tempo médio de resposta estão claramente errados. Mostra que nosso tempo médio é de 2 minutos, mas sabemos que estamos respondendo em menos de 30 segundos. Parece que está contabilizando o tempo de espera na fila também.",CUST-034
2025-07-14,Chat,Os dados do relatório de satisfação não estão atualizando. A última atualização foi há 3 dias. Precisamos desses dados em tempo real para nossa operação. Quando isso vai ser corrigido?,CUST-001
2025-07-14,Chat,Queria saber se no plano Starter tem limite de conversas por mês. Li nos termos que tem um limite mas não ficou claro qual é.,CUST-011
2025-07-14,WhatsApp,Olá! Estou avaliando fazer downgrade do plano Enterprise para o Professional. Vou perder algum dado ou histórico? Quais funcionalidades eu perco?,CUST-035
2025-07-15,WhatsApp,"Gente, paguei pelo plano Enterprise justamente pelo suporte prioritário. Mas toda vez que preciso de ajuda demora dias pra responderem. Que suporte prioritário é esse? Estou muito decepcionado.",CUST-014
2025-07-16,Email,Uma sugestão: integração com o Notion ou Confluence para que resoluções de tickets virem automaticamente artigos na base de conhecimento. Isso reduziria tickets repetitivos.,CUST-011
2025-07-16,WhatsApp,Vocês precisam urgentemente de um app mobile para os agentes. Quando estou fora do escritório não consigo responder os clientes. Um app com as funcionalidades básicas já resolveria muito.,CUST-012
2025-07-16,Telefone,Uma sugestão: integração com o Notion ou Confluence para que resoluções de tickets virem automaticamente artigos na base de conhecimento. Isso reduziria tickets repetitivos.,CUST-013
2025-07-17,Email,"Oi, meus atendentes usam bastante o celular pra trabalhar e a versão web mobile é muito ruim. Seria essencial ter um app nativo com notificações push. Nossos concorrentes já oferecem isso.",CUST-030
2025-07-18,WhatsApp,"Olá, estou tentando criar uma automação de respostas para perguntas frequentes mas não encontro a opção no painel. Onde fica essa configuração? Estou no plano Professional.",CUST-016
2025-07-18,Email,"Olá, como funciona a priorização automática de tickets? Quero que clientes do plano Enterprise sejam atendidos primeiro. Tem como configurar isso?",CUST-038
2025-07-20,Email,"Bom dia, depois da manutenção do fim de semana, várias conversas estão aparecendo sem o histórico completo. Só mostra as últimas 2 mensagens de cada conversa. O restante sumiu. Nossos agentes precisam do contexto completo para atender.",CUST-012
2025-07-20,Chat,"Oi, vi que vocês têm um plano Enterprise com SLA garantido. Quais são os termos do SLA? E tem gerente de conta dedicado?",CUST-019
2025-07-20,Chat,Mais uma vez a integração do zap parou. Sinceramente já perdi a conta de quantas vezes isso aconteceu. Se não melhorar vou ter que procurar outra plataforma pq assim não dá.,CUST-037
2025-07-21,WhatsApp,Preciso de ajuda com a integração WhatsApp. Configurei tudo certinho seguindo o tutorial mas as mensagens enviadas pela plataforma não chegam no celular do cliente. Os clientes dizem que não recebem nada. O que pode ser?,CUST-014
2025-07-21,Email,Queria muito ter relatórios comparativos mês a mês. Hoje preciso exportar dois relatórios separados e comparar manualmente no Excel. Se tivesse um comparativo nativo na plataforma seria perfeito.,CUST-014
2025-07-22,Chat,"Oi, meus atendentes usam bastante o celular pra trabalhar e a versão web mobile é muito ruim. Seria essencial ter um app nativo com notificações push. Nossos concorrentes já oferecem isso.",CUST-033
2025-07-23,WhatsApp,Olá! Já tem previsão de lançamento de um aplicativo mobile? Precisamos que nossos agentes externos consigam atender clientes pelo celular de forma prática.,CUST-039
2025-07-24,WhatsApp,A integração com nosso CRM (Pipedrive) parou de sincronizar desde semana passada. Os contatos novos criados na plataforma não estão sendo enviados pro CRM e vice-versa. Isso está causando duplicidade de cadastros e confusão no time comercial.,CUST-002
2025-07-24,Telefone,"Bom dia. Venho novamente reportar falhas na integração com WhatsApp. Notamos que mensagens com imagens e áudios não estão sendo recebidas pela plataforma, apenas texto. Isso compromete muito nosso fluxo de atendimento pois muitos clientes enviam fotos de produtos.",CUST-012
2025-07-25,WhatsApp,URGENTE: O chatbot mandou informação errada de preço pra um cliente. O cliente fechou a compra no preço errado e agora temos um problema. O bot tá puxando dados desatualizados do catálogo. Precisamos desativar ele até resolver.,CUST-011
2025-07-28,Telefone,"Olá. A plataforma está apresentando erros intermitentes de conexão. O painel de controle mostra dados desatualizados e o chat ao vivo desconecta sozinho. Já limpamos cache, testamos em outros navegadores. O problema é do lado de vcs.",CUST-008
2025-07-28,WhatsApp,"Olá, sinto falta de um relatório de produtividade individual dos atendentes. Quero ver quantas conversas cada um resolve por dia, qual o tempo ocioso, etc. Hoje faço isso manualmente numa planilha.",CUST-011
2025-07-28,Telefone,"Sugiro implementar alertas baseados em padrões. Se um cliente que normalmente abre 2 tickets por mês de repente abre 8, algo está errado. Queremos ser notificados automaticamente nesses casos.",CUST-017
2025-07-28,Telefone,"Bom dia! Preciso configurar uma automação que direcione automaticamente os chamados por departamento baseado em palavras-chave. Por exemplo, se o cliente mencionar 'boleto' ou 'pagamento', vai direto pro financeiro. Como faço isso?",CUST-028
2025-07-29,WhatsApp,Os dados do relatório de satisfação não estão atualizando. A última atualização foi há 3 dias. Precisamos desses dados em tempo real para nossa operação. Quando isso vai ser corrigido?,CUST-001
2025-07-30,Telefone,A integração com WhatsApp não tá sincronizando direito. Cliente manda msg e demora 30 min pra aparecer aqui. Isso quando aparece né. Tá complicado trabalhar assim.,CUST-003
2025-07-31,WhatsApp,"Olá. A plataforma está apresentando erros intermitentes de conexão. O painel de controle mostra dados desatualizados e o chat ao vivo desconecta sozinho. Já limpamos cache, testamos em outros navegadores. O problema é do lado de vcs.",CUST-005
2025-08-01,WhatsApp,"Gente, a integração do WhatsApp tá uma zona. Ontem perdi 3 vendas porque as msgs dos clientes não chegaram. Quando vi, já tinham ido pra concorrência. Vocês precisam resolver isso de vez!",CUST-008
2025-08-02,Chat,"Olá, preciso exportar um relatório com todas as conversas do último trimestre em formato CSV. Como faço isso? Não encontrei a opção de exportação.",CUST-033
2025-08-02,Email,"Sugiro que vocês criem um painel de 'saúde do cliente' que agrupe sentimento, frequência de contato e tipo de solicitação. Isso nos ajudaria a identificar clientes em risco de churn antes que seja tarde.",CUST-035
2025-08-03,Chat,"Oi, meu plano inclui suporte por telefone ou só por email e chat? Quero entender os canais de suporte disponíveis pra mim.",CUST-008
2025-08-03,Telefone,Queria muito ter relatórios comparativos mês a mês. Hoje preciso exportar dois relatórios separados e comparar manualmente no Excel. Se tivesse um comparativo nativo na plataforma seria perfeito.,CUST-010
2025-08-03,Chat,"Seria muito útil ter integração com o Google Calendar. Assim quando agendamos um retorno com o cliente, já bloquearia a agenda do atendente automaticamente.",CUST-018
2025-08-04,WhatsApp,Queria saber se no plano Starter tem limite de conversas por mês. Li nos termos que tem um limite mas não ficou claro qual é.,CUST-017
2025-08-04,Email,"Vocês poderiam criar um sistema de early warning para churn? Tipo, se um cliente manda 5 reclamações em 30 dias, dispara um alerta pro gerente de conta. Isso nos ajudaria muito na retenção.",CUST-028
2025-08-04,Email,"Vocês poderiam adicionar um ranking de performance dos agentes? Com métricas como tempo médio de resolução, satisfação do cliente por agente e volume de atendimentos. Preciso disso pra dar feedback pro meu time.",CUST-033
2025-08-05,Email,Mais uma vez a integração do zap parou. Sinceramente já perdi a conta de quantas vezes isso aconteceu. Se não melhorar vou ter que procurar outra plataforma pq assim não dá.,CUST-012
2025-08-07,WhatsApp,"Bom dia, os relatórios de tempo médio de resposta estão claramente errados. Mostra que nosso tempo médio é de 2 minutos, mas sabemos que estamos respondendo em menos de 30 segundos. Parece que está contabilizando o tempo de espera na fila também.",CUST-002
2025-08-07,Chat,Mais uma vez a integração do zap parou. Sinceramente já perdi a conta de quantas vezes isso aconteceu. Se não melhorar vou ter que procurar outra plataforma pq assim não dá.,CUST-028
2025-08-08,WhatsApp,Vocês precisam urgentemente de um app mobile para os agentes. Quando estou fora do escritório não consigo responder os clientes. Um app com as funcionalidades básicas já resolveria muito.,CUST-030
2025-08-09,WhatsApp,"Oi, vocês planejam integrar com ferramentas de BI como Metabase ou Looker? Precisamos de análises mais avançadas do que o dashboard de vocês oferece hoje.",CUST-017
2025-08-09,WhatsApp,Olá! Estou avaliando fazer downgrade do plano Enterprise para o Professional. Vou perder algum dado ou histórico? Quais funcionalidades eu perco?,CUST-020
2025-08-10,WhatsApp,"Bom dia, depois da manutenção do fim de semana, várias conversas estão aparecendo sem o histórico completo. Só mostra as últimas 2 mensagens de cada conversa. O restante sumiu. Nossos agentes precisam do contexto completo para atender.",CUST-005
2025-08-10,WhatsApp,"To tentando acessar desde cedo e só dá tela branca. Já testei no Chrome, Firefox e Edge. Meus colegas também não conseguem. O sistema de vocês caiu?",CUST-014
2025-08-11,Telefone,"Os relatórios da plataforma estão mostrando números diferentes do que vemos no painel. O dashboard diz que tivemos 500 atendimentos no mês, mas o relatório exportado mostra 423. Qual está correto? Precisamos desses dados para nossa reunião de diretoria.",CUST-019
2025-08-11,WhatsApp,"Boa tarde, estamos crescendo e precisamos entender a política de preços para mais de 50 atendentes. Vocês oferecem desconto por volume?",CUST-036
2025-08-12,Email,"Olá, preciso exportar um relatório com todas as conversas do último trimestre em formato CSV. Como faço isso? Não encontrei a opção de exportação.",CUST-012
2025-08-12,Email,"Gente, paguei pelo plano Enterprise justamente pelo suporte prioritário. Mas toda vez que preciso de ajuda demora dias pra responderem. Que suporte prioritário é esse? Estou muito decepcionado.",CUST-033
2025-08-14,Telefone,Acabamos de perceber que todo o histórico de conversas do canal WhatsApp foi apagado. Tínhamos 6 meses de conversas importantes para compliance e auditoria. Isso pode nos causar problemas legais sérios. PRECISAMOS recuperar esses dados.,CUST-006
2025-08-15,Email,"Oi, vi que vocês têm um plano Enterprise com SLA garantido. Quais são os termos do SLA? E tem gerente de conta dedicado?",CUST-020
2025-08-15,Telefone,Uma sugestão: integração com o Notion ou Confluence para que resoluções de tickets virem automaticamente artigos na base de conhecimento. Isso reduziria tickets repetitivos.,CUST-020
2025-08-15,Telefone,"Boa tarde, estamos com um problema sério na integração com o WhatsApp. As mensagens que nossos clientes enviam simplesmente não estão chegando na plataforma. Já tentamos reconectar o número mas nada resolve. Isso está prejudicando nosso atendimento demais, precisamos de uma solução urgente.",CUST-039
2025-08-17,WhatsApp,Acabamos de perceber que todo o histórico de conversas do canal WhatsApp foi apagado. Tínhamos 6 meses de conversas importantes para compliance e auditoria. Isso pode nos causar problemas legais sérios. PRECISAMOS recuperar esses dados.,CUST-002
2025-08-17,WhatsApp,"Vocês poderiam criar um sistema de early warning para churn? Tipo, se um cliente manda 5 reclamações em 30 dias, dispara um alerta pro gerente de conta. Isso nos ajudaria muito na retenção.",CUST-003
2025-08-17,WhatsApp,Bom dia. Cancelamos o módulo adicional de analytics há 2 meses mas continuam cobrando na fatura. Já solicitei a correção duas vezes por email e nada foi feito. Se não resolverem vou acionar o jurídico.,CUST-008
2025-08-18,WhatsApp,"A plataforma caiu de novo durante horário de pico. É a quarta vez neste mês. Estamos pagando R$ 5.000/mês e não temos estabilidade. Se isso continuar, vamos precisar reavaliar nosso contrato urgentemente.",CUST-003
2025-08-18,Email,Olá! Já tem previsão de lançamento de um aplicativo mobile? Precisamos que nossos agentes externos consigam atender clientes pelo celular de forma prática.,CUST-011
2025-08-19,Chat,"Mano, o sistema tá muito lerdo. Pra abrir uma conversa demora uns 20 seg. Pra transferir pro outro setor mais 15 seg. Os clientes ficam putos esperando. Dá pra melhorar isso?",CUST-005
2025-08-20,Email,"Mano, o sistema tá muito lerdo. Pra abrir uma conversa demora uns 20 seg. Pra transferir pro outro setor mais 15 seg. Os clientes ficam putos esperando. Dá pra melhorar isso?",CUST-006
2025-08-21,Chat,Estou esperando resposta do suporte técnico há 5 dias úteis. Abri o chamado #4521 sobre um problema crítico na nossa integração e até agora nenhum retorno. Nosso SLA contratual é de 24h. Precisamos de uma posição.,CUST-004
2025-08-22,WhatsApp,URGENTE: A integração do WhatsApp parou de funcionar desde ontem à noite. Nossos clientes estão mandando mensagem e a gente não recebe nada. Já reiniciamos tudo e nada. Precisamos resolver isso HOJE pq estamos perdendo vendas.,CUST-002
2025-08-22,Chat,Bom dia! Sugiro adicionar benchmarks nos relatórios. Seria legal poder comparar nossas métricas com a média do setor ou com nosso próprio histórico. Isso nos daria contexto para os números.,CUST-017
2025-08-23,Telefone,Queria registrar que tivemos instabilidade severa na plataforma na última sexta-feira. Exatamente no dia da nossa promoção Black Friday. Perdemos vendas significativas e nossos clientes ficaram sem atendimento por 4 horas.,CUST-005
2025-08-24,WhatsApp,Perdi todo o histórico de um cliente importante. Tinha meses de conversas documentando um projeto e simplesmente sumiu tudo. O cliente está cobrando informações que estavam nessas conversas. Como vocês vão resolver isso?,CUST-001
2025-08-24,Email,"Oi, a integração com CRM não tá mandando as tags que configuramos. Os atendentes marcam as tags na conversa mas elas não são replicadas no CRM. Isso prejudica nossa segmentação.",CUST-009
2025-08-24,WhatsApp,"Olá, estou no plano Starter e queria saber o que está incluído. Tenho acesso a automações? E relatórios avançados? Estou pensando em fazer upgrade mas quero entender o que ganho.",CUST-040
2025-08-26,WhatsApp,"Bom dia, uma sugestão: seria muito valioso ter um indicador de sentimento do cliente visível para o atendente durante a conversa. Assim o agente saberia adaptar a abordagem em tempo real. Isso melhoraria muito nossa experiência de atendimento.",CUST-009
2025-08-26,WhatsApp,"Mano, o sistema tá muito lerdo. Pra abrir uma conversa demora uns 20 seg. Pra transferir pro outro setor mais 15 seg. Os clientes ficam putos esperando. Dá pra melhorar isso?",CUST-021
2025-08-26,WhatsApp,Oi! É possível integrar com o canal de mensagens do Google Business? Nossos clientes nos procuram bastante por lá e gostaríamos de centralizar tudo na plataforma.,CUST-028
2025-08-26,WhatsApp,"Oi, meus atendentes usam bastante o celular pra trabalhar e a versão web mobile é muito ruim. Seria essencial ter um app nativo com notificações push. Nossos concorrentes já oferecem isso.",CUST-032
2025-08-27,WhatsApp,URGENTE!! Sistema fora do ar desde as 9h da manhã. Temos 200 atendimentos pendentes e ninguém consegue acessar a plataforma. Precisamos de um posicionamento IMEDIATO. Isso é inaceitável para uma ferramenta enterprise.,CUST-002
2025-08-27,WhatsApp,"Bom dia, quantos atendentes posso ter no plano Professional? E se eu precisar de mais, como funciona a cobrança adicional?",CUST-027
2025-08-28,WhatsApp,"Pelo amor de Deus, o WhatsApp caiu de novo!! Terceira vez esse mês. Não é possível que uma ferramenta que a gente paga caro não consiga manter uma integração básica funcionando. Meus atendentes estão parados sem conseguir trabalhar.",CUST-002
2025-08-28,WhatsApp,"Olá, queria reportar que a integração com WhatsApp Business está instável. Algumas mensagens chegam duplicadas e outras simplesmente somem. Já abri chamado na semana passada e ainda não tive retorno. Agradeço se puderem verificar com prioridade.",CUST-010
2025-08-28,WhatsApp,"Oi, vi que vocês têm um plano Enterprise com SLA garantido. Quais são os termos do SLA? E tem gerente de conta dedicado?",CUST-021
2025-08-30,WhatsApp,O fluxo do chatbot tá em loop. O cliente responde a pergunta e o bot faz a mesma pergunta de novo. Já tentei reconfigurar mas continua igual. Poderiam dar uma olhada?,CUST-010
2025-08-30,Email,"Oi, meu plano inclui suporte por telefone ou só por email e chat? Quero entender os canais de suporte disponíveis pra mim.",CUST-014
2025-08-30,Chat,"Oi, meu plano inclui suporte por telefone ou só por email e chat? Quero entender os canais de suporte disponíveis pra mim.",CUST-027
2025-09-01,Email,"Oi, vi que vocês têm um plano Enterprise com SLA garantido. Quais são os termos do SLA? E tem gerente de conta dedicado?",CUST-002
2025-09-01,Telefone,Olá! Já tem previsão de lançamento de um aplicativo mobile? Precisamos que nossos agentes externos consigam atender clientes pelo celular de forma prática.,CUST-039
2025-09-02,Email,"Bom dia, os relatórios de tempo médio de resposta estão claramente errados. Mostra que nosso tempo médio é de 2 minutos, mas sabemos que estamos respondendo em menos de 30 segundos. Parece que está contabilizando o tempo de espera na fila também.",CUST-004
2025-09-02,Telefone,"Os relatórios da plataforma estão mostrando números diferentes do que vemos no painel. O dashboard diz que tivemos 500 atendimentos no mês, mas o relatório exportado mostra 423. Qual está correto? Precisamos desses dados para nossa reunião de diretoria.",CUST-007
2025-09-02,WhatsApp,Olá! Estou avaliando fazer downgrade do plano Enterprise para o Professional. Vou perder algum dado ou histórico? Quais funcionalidades eu perco?,CUST-009
2025-09-02,WhatsApp,Olá! Já tem previsão de lançamento de um aplicativo mobile? Precisamos que nossos agentes externos consigam atender clientes pelo celular de forma prática.,CUST-028
2025-09-02,WhatsApp,"Oi pessoal, tive uma ideia que acho que seria muito útil: um dashboard que mostrasse o sentimento geral dos clientes ao longo do tempo. Tipo, poder ver se os clientes estão mais satisfeitos ou insatisfeitos neste mês comparado ao anterior. Acho que isso ajudaria muito a gente a ser proativo.",CUST-035
