occurred_on,channel,content,customer_external_id
2025-10-28,Email,Preciso de um relatório mensal automático enviado por email para a diretoria. Tem como agendar o envio de relatórios? Quais métricas posso incluir?,CUST-039
2025-10-30,WhatsApp,A integração com nosso CRM (Pipedrive) parou de sincronizar desde semana passada. Os contatos novos criados na plataforma não estão sendo enviados pro CRM e vice-versa. Isso está causando duplicidade de cadastros e confusão no time comercial.,CUST-008
2025-10-30,Email,"Boa tarde, estamos com um problema sério na integração com o WhatsApp. As mensagens que nossos clientes enviam simplesmente não estão chegando na plataforma. Já tentamos reconectar o número mas nada resolve. Isso está prejudicando nosso atendimento demais, precisamos de uma solução urgente.",CUST-011
2025-10-30,Chat,"Bom dia, uma sugestão: seria muito valioso ter um indicador de sentimento do cliente visível para o atendente durante a conversa. Assim o agente saberia adaptar a abordagem em tempo real. Isso melhoraria muito nossa experiência de atendimento.",CUST-027
2025-10-31,WhatsApp,Seria muito útil ter alertas automáticos quando um cliente abre muitos chamados em pouco tempo. Isso pode ser sinal de que ele tá insatisfeito e prestes a cancelar. Hoje a gente só descobre quando é tarde demais.,CUST-002
2025-10-31,Email,"Oi, abri um ticket há 3 dias sobre um erro no faturamento e ainda não recebi nenhuma resposta. Entendo que podem estar com demanda alta, mas precisamos resolver isso. Podem ao menos dar um prazo?",CUST-014
2025-11-01,WhatsApp,Oi! É possível integrar com o canal de mensagens do Google Business? Nossos clientes nos procuram bastante por lá e gostaríamos de centralizar tudo na plataforma.,CUST-012
2025-11-02,WhatsApp,Preciso de um relatório mensal automático enviado por email para a diretoria. Tem como agendar o envio de relatórios? Quais métricas posso incluir?,CUST-010
2025-11-02,WhatsApp,"Boa tarde, estamos com um problema sério na integração com o WhatsApp. As mensagens que nossos clientes enviam simplesmente não estão chegando na plataforma. Já tentamos reconectar o número mas nada resolve. Isso está prejudicando nosso atendimento demais, precisamos de uma solução urgente.",CUST-013
2025-11-02,Chat,O fluxo do chatbot tá em loop. O cliente responde a pergunta e o bot faz a mesma pergunta de novo. Já tentei reconfigurar mas continua igual. Poderiam dar uma olhada?,CUST-030
2025-11-02,WhatsApp,Vocês precisam urgentemente de um app mobile para os agentes. Quando estou fora do escritório não consigo responder os clientes. Um app com as funcionalidades básicas já resolveria muito.,CUST-032
2025-11-03,WhatsApp,"Oi, o chatbot não está reconhecendo as intenções dos clientes. Qualquer pergunta que foge do básico ele responde com 'Não entendi sua pergunta'. Isso frustra nossos clientes e gera mais trabalho pro time humano.",CUST-006
2025-11-03,WhatsApp,"Oi, meus atendentes usam bastante o celular pra trabalhar e a versão web mobile é muito ruim. Seria essencial ter um app nativo com notificações push. Nossos concorrentes já oferecem isso.",CUST-038
2025-11-04,Email,Vocês deveriam integrar com o Slack. Nossa equipe usa muito pra comunicação interna e seria ótimo receber notificações de tickets urgentes direto no canal do Slack.,CUST-027
2025-11-05,WhatsApp,O fluxo do chatbot tá em loop. O cliente responde a pergunta e o bot faz a mesma pergunta de novo. Já tentei reconfigurar mas continua igual. Poderiam dar uma olhada?,CUST-004
2025-11-07,WhatsApp,"Bom dia, a sincronização com o HubSpot está com erro. Os deals não estão atualizando o status quando fechamos um atendimento na plataforma. Já reautorizei a integração mas o problema persiste.",CUST-004
2025-11-07,Email,"URGENTE: Após a atualização de ontem, TODAS as conversas anteriores a outubro sumiram do sistema. São mais de 2.000 conversas com histórico importante de clientes. Isso é gravíssimo!! Precisamos recuperar esses dados IMEDIATAMENTE.",CUST-008
2025-11-07,Email,"Oi, consigo exportar os dados de satisfação do cliente em um formato que eu possa importar no Power BI? Qual formato de exportação vocês disponibilizam?",CUST-029
2025-11-08,Email,URGENTE: Fomos cobrados duas vezes na fatura deste mês. O valor de R$ 3.500 foi debitado em duplicidade no nosso cartão corporativo. Precisamos do estorno imediato e uma explicação de como isso aconteceu.,CUST-004
2025-11-08,WhatsApp,"Olá! Vocês já pensaram em implementar análise de sentimento nas conversas? Seria incrível se a plataforma identificasse automaticamente quando um cliente está irritado ou insatisfeito, assim poderíamos priorizar esses atendimentos.",CUST-007
2025-11-08,Email,"Olá, preciso exportar um relatório com todas as conversas do último trimestre em formato CSV. Como faço isso? Não encontrei a opção de exportação.",CUST-022
2025-11-08,WhatsApp,"Oi, vi que vocês têm automação de respostas mas não entendi como funciona o sistema de gatilhos. Tem algum tutorial ou documentação mais detalhada? Quero automatizar o máximo possível do nosso atendimento.",CUST-023
2025-11-08,Email,"Vocês poderiam adicionar um ranking de performance dos agentes? Com métricas como tempo médio de resolução, satisfação do cliente por agente e volume de atendimentos. Preciso disso pra dar feedback pro meu time.",CUST-026
2025-11-09,Chat,"Gente, a integração do WhatsApp tá uma zona. Ontem perdi 3 vendas porque as msgs dos clientes não chegaram. Quando vi, já tinham ido pra concorrência. Vocês precisam resolver isso de vez!",CUST-027
2025-11-10,Telefone,Gostaria de saber como configurar alertas quando um SLA estiver prestes a ser violado. Preciso que o supervisor receba uma notificação.,CUST-007
2025-11-10,Email,"Pelo amor de Deus, o WhatsApp caiu de novo!! Terceira vez esse mês. Não é possível que uma ferramenta que a gente paga caro não consiga manter uma integração básica funcionando. Meus atendentes estão parados sem conseguir trabalhar.",CUST-009
2025-11-12,Telefone,Preciso de ajuda com a integração WhatsApp. Configurei tudo certinho seguindo o tutorial mas as mensagens enviadas pela plataforma não chegam no celular do cliente. Os clientes dizem que não recebem nada. O que pode ser?,CUST-005
2025-11-14,Email,"Olá, estou tentando criar uma automação de respostas para perguntas frequentes mas não encontro a opção no painel. Onde fica essa configuração? Estou no plano Professional.",CUST-038
2025-11-15,WhatsApp,"Bom dia! Estamos querendo adicionar o Telegram como canal de atendimento. Vocês suportam essa integração? Se sim, quais são os passos para configurar?",CUST-016
2025-11-15,Telefone,Oi! É possível integrar com o canal de mensagens do Google Business? Nossos clientes nos procuram bastante por lá e gostaríamos de centralizar tudo na plataforma.,CUST-039
2025-11-16,WhatsApp,"Olá, estou no plano Starter e queria saber o que está incluído. Tenho acesso a automações? E relatórios avançados? Estou pensando em fazer upgrade mas quero entender o que ganho.",CUST-030
2025-11-17,Telefone,"Oi, vocês planejam integrar com ferramentas de BI como Metabase ou Looker? Precisamos de análises mais avançadas do que o dashboard de vocês oferece hoje.",CUST-016
2025-11-17,WhatsApp,"Olá, estou tentando criar uma automação de respostas para perguntas frequentes mas não encontro a opção no painel. Onde fica essa configuração? Estou no plano Professional.",CUST-019
2025-11-18,WhatsApp,"Olá, após vocês migrarem nossos dados pro novo servidor, notamos que aproximadamente 30% das conversas antigas estão corrompidas ou inacessíveis. Isso inclui anexos e imagens que eram referências importantes para nossos atendentes.",CUST-007
2025-11-18,WhatsApp,"Bom dia. Venho novamente reportar falhas na integração com WhatsApp. Notamos que mensagens com imagens e áudios não estão sendo recebidas pela plataforma, apenas texto. Isso compromete muito nosso fluxo de atendimento pois muitos clientes enviam fotos de produtos.",CUST-012
2025-11-19,WhatsApp,"Oi, meu plano inclui suporte por telefone ou só por email e chat? Quero entender os canais de suporte disponíveis pra mim.",CUST-004
2025-11-19,WhatsApp,Queria muito ter relatórios comparativos mês a mês. Hoje preciso exportar dois relatórios separados e comparar manualmente no Excel. Se tivesse um comparativo nativo na plataforma seria perfeito.,CUST-009
2025-11-19,WhatsApp,"Boa tarde, estamos crescendo e precisamos entender a política de preços para mais de 50 atendentes. Vocês oferecem desconto por volume?",CUST-017
2025-11-19,Telefone,Os gráficos do dashboard estão mostrando dados de outro período. Seleciono outubro e aparecem dados de setembro. Já tentei em diferentes navegadores. O bug persiste.,CUST-019
2025-11-19,WhatsApp,"Oi, boa tarde! Gostaria de entender melhor a diferença entre o plano Professional e o Enterprise. Somos uma empresa de médio porte com 15 atendentes. Qual seria o mais adequado?",CUST-025
2025-11-20,Chat,"Queria reportar um bug nos relatórios. Quando filtro por período customizado, os dados vêm zerados. Só funciona com os filtros pré-definidos (última semana, último mês). Preciso gerar relatório do Q3 e não consigo.",CUST-013
2025-11-21,WhatsApp,"Olá, após vocês migrarem nossos dados pro novo servidor, notamos que aproximadamente 30% das conversas antigas estão corrompidas ou inacessíveis. Isso inclui anexos e imagens que eram referências importantes para nossos atendentes.",CUST-006
2025-11-21,WhatsApp,Queria saber se no plano Starter tem limite de conversas por mês. Li nos termos que tem um limite mas não ficou claro qual é.,CUST-019
2025-11-21,Email,"Bom dia. Venho novamente reportar falhas na integração com WhatsApp. Notamos que mensagens com imagens e áudios não estão sendo recebidas pela plataforma, apenas texto. Isso compromete muito nosso fluxo de atendimento pois muitos clientes enviam fotos de produtos.",CUST-020
2025-11-21,Chat,Uma sugestão: integração com o Notion ou Confluence para que resoluções de tickets virem automaticamente artigos na base de conhecimento. Isso reduziria tickets repetitivos.,CUST-028
2025-11-22,Email,"A plataforma ficou intermitente o dia todo ontem. Funcionava 5 minutos, caía 10. Meus agentes tiveram que atender pelo celular pessoal. Isso é muito ruim pro nosso negócio.",CUST-015
2025-11-22,WhatsApp,Nosso chatbot não está conseguindo transferir as conversas para atendentes humanos quando deveria. O cliente pede pra falar com um humano e o bot ignora e continua tentando resolver sozinho. Isso tá gerando muita reclamação.,CUST-016
2025-11-22,Chat,"Oi pessoal, tive uma ideia que acho que seria muito útil: um dashboard que mostrasse o sentimento geral dos clientes ao longo do tempo. Tipo, poder ver se os clientes estão mais satisfeitos ou insatisfeitos neste mês comparado ao anterior. Acho que isso ajudaria muito a gente a ser proativo.",CUST-033
2025-11-22,WhatsApp,"Bom dia, os relatórios de tempo médio de resposta estão claramente errados. Mostra que nosso tempo médio é de 2 minutos, mas sabemos que estamos respondendo em menos de 30 segundos. Parece que está contabilizando o tempo de espera na fila também.",CUST-036
2025-11-22,WhatsApp,Os gráficos do dashboard estão mostrando dados de outro período. Seleciono outubro e aparecem dados de setembro. Já tentei em diferentes navegadores. O bug persiste.,CUST-038
2025-11-23,WhatsApp,Queria muito ter relatórios comparativos mês a mês. Hoje preciso exportar dois relatórios separados e comparar manualmente no Excel. Se tivesse um comparativo nativo na plataforma seria perfeito.,CUST-014
2025-11-23,Chat,Vocês precisam urgentemente de um app mobile para os agentes. Quando estou fora do escritório não consigo responder os clientes. Um app com as funcionalidades básicas já resolveria muito.,CUST-039
2025-11-24,Email,"Oi, a API de vocês suporta webhooks? Preciso receber notificações em tempo real quando uma nova conversa for criada. Como configuro isso?",CUST-006
2025-11-25,WhatsApp,"Sugiro que vocês criem um painel de 'saúde do cliente' que agrupe sentimento, frequência de contato e tipo de solicitação. Isso nos ajudaria a identificar clientes em risco de churn antes que seja tarde.",CUST-004
2025-11-25,Email,Vocês deveriam integrar com o Slack. Nossa equipe usa muito pra comunicação interna e seria ótimo receber notificações de tickets urgentes direto no canal do Slack.,CUST-010
2025-11-25,WhatsApp,"Seria muito útil ter integração com o Google Calendar. Assim quando agendamos um retorno com o cliente, já bloquearia a agenda do atendente automaticamente.",CUST-023
2025-11-25,WhatsApp,Vocês precisam urgentemente de um app mobile para os agentes. Quando estou fora do escritório não consigo responder os clientes. Um app com as funcionalidades básicas já resolveria muito.,CUST-027
2025-11-25,Chat,Vocês precisam urgentemente de um app mobile para os agentes. Quando estou fora do escritório não consigo responder os clientes. Um app com as funcionalidades básicas já resolveria muito.,CUST-036
2025-11-26,Telefone,"Sugiro implementar alertas baseados em padrões. Se um cliente que normalmente abre 2 tickets por mês de repente abre 8, algo está errado. Queremos ser notificados automaticamente nesses casos.",CUST-013
2025-11-26,WhatsApp,"Oi, vocês planejam integrar com ferramentas de BI como Metabase ou Looker? Precisamos de análises mais avançadas do que o dashboard de vocês oferece hoje.",CUST-036
2025-11-27,Email,"Bom dia, quantos atendentes posso ter no plano Professional? E se eu precisar de mais, como funciona a cobrança adicional?",CUST-019
2025-11-30,WhatsApp,Nosso chatbot não está conseguindo transferir as conversas para atendentes humanos quando deveria. O cliente pede pra falar com um humano e o bot ignora e continua tentando resolver sozinho. Isso tá gerando muita reclamação.,CUST-014
2025-11-30,WhatsApp,"Olá, seria ótimo ter uma visão de tendências nos relatórios. Quero ver a evolução do volume de tickets, tempo de resolução e satisfação ao longo dos meses em um único gráfico.",CUST-014
2025-11-30,Email,Os gráficos do dashboard estão mostrando dados de outro período. Seleciono outubro e aparecem dados de setembro. Já tentei em diferentes navegadores. O bug persiste.,CUST-023
2025-12-02,WhatsApp,Uma sugestão: integração com o Notion ou Confluence para que resoluções de tickets virem automaticamente artigos na base de conhecimento. Isso reduziria tickets repetitivos.,CUST-017
2025-12-02,WhatsApp,Seria muito útil ter alertas automáticos quando um cliente abre muitos chamados em pouco tempo. Isso pode ser sinal de que ele tá insatisfeito e prestes a cancelar. Hoje a gente só descobre quando é tarde demais.,CUST-032
2025-12-03,Telefone,Queria saber se no plano Starter tem limite de conversas por mês. Li nos termos que tem um limite mas não ficou claro qual é.,CUST-036
2025-12-04,Chat,"Vocês poderiam criar um sistema de early warning para churn? Tipo, se um cliente manda 5 reclamações em 30 dias, dispara um alerta pro gerente de conta. Isso nos ajudaria muito na retenção.",CUST-016
2025-12-05,Email,"Bom dia, os relatórios de tempo médio de resposta estão claramente errados. Mostra que nosso tempo médio é de 2 minutos, mas sabemos que estamos respondendo em menos de 30 segundos. Parece que está contabilizando o tempo de espera na fila também.",CUST-026
2025-12-06,WhatsApp,"Oi, vi que vocês têm um plano Enterprise com SLA garantido. Quais são os termos do SLA? E tem gerente de conta dedicado?",CUST-027
2025-12-07,WhatsApp,Vocês deveriam integrar com o Slack. Nossa equipe usa muito pra comunicação interna e seria ótimo receber notificações de tickets urgentes direto no canal do Slack.,CUST-035
2025-12-08,WhatsApp,"Boa tarde, estamos crescendo e precisamos entender a política de preços para mais de 50 atendentes. Vocês oferecem desconto por volume?",CUST-037
2025-12-09,Chat,"Oi, abri um ticket há 3 dias sobre um erro no faturamento e ainda não recebi nenhuma resposta. Entendo que podem estar com demanda alta, mas precisamos resolver isso. Podem ao menos dar um prazo?",CUST-004
2025-12-10,Email,"Oi, vi que vocês têm um plano Enterprise com SLA garantido. Quais são os termos do SLA? E tem gerente de conta dedicado?",CUST-018
2025-12-11,WhatsApp,"Vocês poderiam criar um sistema de early warning para churn? Tipo, se um cliente manda 5 reclamações em 30 dias, dispara um alerta pro gerente de conta. Isso nos ajudaria muito na retenção.",CUST-029
2025-12-14,WhatsApp,"Bom dia, a plataforma está extremamente lenta hoje. Cada página demora mais de 30 segundos para carregar. Nossos atendentes não conseguem trabalhar e os clientes estão esperando. Isso está acontecendo com frequência nas últimas semanas.",CUST-009
2025-12-14,Email,URGENTE: A integração do WhatsApp parou de funcionar desde ontem à noite. Nossos clientes estão mandando mensagem e a gente não recebe nada. Já reiniciamos tudo e nada. Precisamos resolver isso HOJE pq estamos perdendo vendas.,CUST-012
2025-12-14,WhatsApp,Gostaria de saber como configurar alertas quando um SLA estiver prestes a ser violado. Preciso que o supervisor receba uma notificação.,CUST-035
2025-12-14,WhatsApp,"Oi, a API de vocês suporta webhooks? Preciso receber notificações em tempo real quando uma nova conversa for criada. Como configuro isso?",CUST-039
2025-12-15,WhatsApp,Olá! Já tem previsão de lançamento de um aplicativo mobile? Precisamos que nossos agentes externos consigam atender clientes pelo celular de forma prática.,CUST-026
2025-12-16,WhatsApp,Vocês precisam urgentemente de um app mobile para os agentes. Quando estou fora do escritório não consigo responder os clientes. Um app com as funcionalidades básicas já resolveria muito.,CUST-021
2025-12-16,WhatsApp,"Os relatórios da plataforma estão mostrando números diferentes do que vemos no painel. O dashboard diz que tivemos 500 atendimentos no mês, mas o relatório exportado mostra 423. Qual está correto? Precisamos desses dados para nossa reunião de diretoria.",CUST-027
2025-12-18,Chat,"Bom dia. Gostaríamos de reportar que desde a última atualização da plataforma, estamos enfrentando crashes frequentes no módulo de chat ao vivo. O navegador trava e precisamos recarregar a página constantemente.",CUST-007
2025-12-18,WhatsApp,"Vocês deveriam ter integração nativa com o Shopify. Muitos e-commerces usam vocês e seria incrível ver os dados do pedido do cliente direto na conversa, sem precisar abrir outra aba.",CUST-019
2025-12-18,WhatsApp,Estou tentando usar a API para criar conversas programaticamente mas estou recebendo erro 401. Meu token está correto. Podem me ajudar?,CUST-024
2025-12-18,Email,Uma sugestão: integração com o Notion ou Confluence para que resoluções de tickets virem automaticamente artigos na base de conhecimento. Isso reduziria tickets repetitivos.,CUST-024
2025-12-19,Chat,"Oi, vocês planejam integrar com ferramentas de BI como Metabase ou Looker? Precisamos de análises mais avançadas do que o dashboard de vocês oferece hoje.",CUST-015
2025-12-21,Telefone,"Vocês poderiam adicionar um ranking de performance dos agentes? Com métricas como tempo médio de resolução, satisfação do cliente por agente e volume de atendimentos. Preciso disso pra dar feedback pro meu time.",CUST-025
2025-12-22,Chat,"Bom dia. Venho novamente reportar falhas na integração com WhatsApp. Notamos que mensagens com imagens e áudios não estão sendo recebidas pela plataforma, apenas texto. Isso compromete muito nosso fluxo de atendimento pois muitos clientes enviam fotos de produtos.",CUST-007
2025-12-23,Telefone,"Olá, sinto falta de um relatório de produtividade individual dos atendentes. Quero ver quantas conversas cada um resolve por dia, qual o tempo ocioso, etc. Hoje faço isso manualmente numa planilha.",CUST-023
2025-12-23,Chat,"Sugiro que vocês criem um painel de 'saúde do cliente' que agrupe sentimento, frequência de contato e tipo de solicitação. Isso nos ajudaria a identificar clientes em risco de churn antes que seja tarde.",CUST-037
2025-12-24,WhatsApp,"Queria reportar um bug nos relatórios. Quando filtro por período customizado, os dados vêm zerados. Só funciona com os filtros pré-definidos (última semana, último mês). Preciso gerar relatório do Q3 e não consigo.",CUST-009
2025-12-25,WhatsApp,"Olá, sinto falta de um relatório de produtividade individual dos atendentes. Quero ver quantas conversas cada um resolve por dia, qual o tempo ocioso, etc. Hoje faço isso manualmente numa planilha.",CUST-030
2025-12-26,Telefone,Recebi a fatura com reajuste de 30% sem nenhum aviso prévio. No contrato diz que reajustes devem ser comunicados com 60 dias de antecedência. Gostaria de entender essa situação.,CUST-013
2025-12-26,WhatsApp,Queria muito ter relatórios comparativos mês a mês. Hoje preciso exportar dois relatórios separados e comparar manualmente no Excel. Se tivesse um comparativo nativo na plataforma seria perfeito.,CUST-031
2025-12-26,Telefone,"Oi, vocês planejam integrar com ferramentas de BI como Metabase ou Looker? Precisamos de análises mais avançadas do que o dashboard de vocês oferece hoje.",CUST-037
2025-12-27,WhatsApp,"A plataforma ficou intermitente o dia todo ontem. Funcionava 5 minutos, caía 10. Meus agentes tiveram que atender pelo celular pessoal. Isso é muito ruim pro nosso negócio.",CUST-036
2025-12-27,WhatsApp,"Sugiro implementar alertas baseados em padrões. Se um cliente que normalmente abre 2 tickets por mês de repente abre 8, algo está errado. Queremos ser notificados automaticamente nesses casos.",CUST-040
2025-12-29,Chat,"Gente, a integração do WhatsApp tá uma zona. Ontem perdi 3 vendas porque as msgs dos clientes não chegaram. Quando vi, já tinham ido pra concorrência. Vocês precisam resolver isso de vez!",CUST-010
2025-12-29,WhatsApp,Os gráficos do dashboard estão mostrando dados de outro período. Seleciono outubro e aparecem dados de setembro. Já tentei em diferentes navegadores. O bug persiste.,CUST-039
2025-12-30,WhatsApp,Queria saber se no plano Starter tem limite de conversas por mês. Li nos termos que tem um limite mas não ficou claro qual é.,CUST-030
2025-12-31,WhatsApp,"Bom dia. Venho novamente reportar falhas na integração com WhatsApp. Notamos que mensagens com imagens e áudios não estão sendo recebidas pela plataforma, apenas texto. Isso compromete muito nosso fluxo de atendimento pois muitos clientes enviam fotos de produtos.",CUST-015
